uid,sid
563,184
714,68
648,320
22,245
392,635
721,49
602,431
413,829
782,527
89,311
742,911
837,498
797,24
708,647
848,867
259,180
384,584
393,347
401,49
660,198
735,51
202,367
341,203
777,93
391,862
784,495
835,215
476,577
15,269
768,655
826,408
442,1205
485,139
58,182
173,401
369,622
81,160
825,90
778,1327
860,47
556,160
83,920
623,403
546,145
749,1234
405,131
428,525
548,977
414,371
736,52
793,12
192,325
815,409
565,94
742,146
479,309
463,607
110,185
708,62
819,293
352,969
744,613
41,1211
374,218
105,548
705,64
755,329
487,452
505,529
747,89
774,408
814,17
584,350
558,801
739,266
538,309
2,217
657,814
803,613
496,531
633,291
477,101
785,339
494,140
769,157
664,730
644,215
213,86
657,60
313,200
819,26
625,367
487,735
516,91
551,432
820,801
835,112
768,272
648,1016
853,255
832,213
384,33
847,434
603,544
591,695
535,530
678,220
602,120
91,763
68,735
442,367
405,945
674,732
635,571
845,85
696,395
621,89
492,449
650,675
674,403
720,6
194,399
601,25
546,499
603,364
270,382
660,502
602,613
791,413
460,1126
674,337
576,456
387,87
637,435
364,567
336,923
402,1267
556,78
850,608
782,211
720,357
815,357
587,190
43,257
850,117
175,1302
857,274
859,116
431,43
402,967
388,357
633,1077
823,1155
702,189
721,1023
768,723
835,256
90,137
548,216
650,713
11,348
144,182
556,244
857,157
762,1
461,320
778,1612
804,300
248,84
717,719
625,94
516,866
769,369
129,12
773,153
47,40
793,385
830,695
478,43
706,492
820,1265
602,501
808,7
417,252
340,64
23,692
716,364
504,432
743,311
376,260
49,823
569,227
463,364
650,702
804,408
845,42
646,923
768,130
854,175
797,201
375,629
630,1027
720,283
847,510
861,95
23,191
703,877
720,607
212,568
649,396
848,179
442,784
837,655
169,133
674,476
45,43
625,91
539,773
797,295
625,22
814,488
829,277
102,329
797,668
704,730
200,209
463,154
716,25
748,607
650,807
690,887
440,87
226,1107
654,543
21,795
512,403
770,357
615,527
793,264
718,1076
758,31
790,528
682,467
625,431
596,347
649,764
440,25
803,371
5,464
674,55
692,406
748,175
312,363
184,697
703,56
863,196
826,740
757,687
752,767
546,621
421,28
777,749
804,1430
144,351
837,576
854,60
339,88
547,608
350,101
841,329
856,332
680,124
793,960
705,212
379,62
356,731
802,1023
743,240
779,29
401,23
75,368
428,310
685,884
841,1051
782,1008
531,913
842,887
847,11
126,1158
750,57
799,130
318,413
804,1422
815,107
534,85
687,642
11,590
793,1365
727,77
662,93
732,12
321,0
565,699
751,807
56,273
644,68
510,189
75,409
657,364
550,355
365,32
19,49
817,305
126,447
638,252
5,100
413,232
485,1167
516,135
455,600
784,254
534,262
720,65
247,83
133,139
809,452
110,57
68,754
67,385
428,849
531,538
797,373
242,25
618,960
787,404
608,31
37,154
765,49
404,544
836,365
826,458
643,66
687,652
88,719
646,535
643,260
409,318
799,608
750,613
81,783
175,809
206,754
11,408
467,546
504,342
705,345
19,552
538,325
779,256
29,873
752,928
747,86
720,853
147,394
23,34
674,607
791,352
864,247
129,367
284,23
670,157
715,647
85,306
55,559
779,56
637,499
595,497
434,628
151,538
795,216
772,740
716,268
118,796
847,141
825,442
780,289
272,200
90,424
630,392
819,1028
35,12
341,677
455,305
617,293
16,693
471,513
423,98
835,1007
735,1294
221,289
703,642
30,200
832,860
793,380
431,751
701,1042
433,600
666,839
633,746
845,657
576,1295
830,355
747,179
313,230
254,160
374,923
23,939
661,669
555,52
563,408
435,124
774,436
684,118
580,407
479,1054
763,376
538,403
845,161
523,254
844,23
162,260
467,618
829,78
650,669
705,310
652,677
823,1094
646,52
248,896
646,24
541,243
790,216
708,238
428,1006
808,864
264,549
598,219
715,1023
503,403
749,331
87,792
841,614
615,446
543,432
708,66
110,433
865,53
41,321
660,244
780,269
453,276
799,252
622,3
779,377
752,777
702,95
674,488
325,338
674,1027
853,484
136,820
548,273
694,1264
674,375
784,529
0,365
784,607
862,357
793,69
743,357
508,141
847,151
622,297
551,18
703,166
587,644
837,982
779,100
466,443
650,67
815,242
413,1337
596,1517
392,321
815,402
865,78
546,926
531,568
646,182
473,502
687,52
775,161
705,1295
855,86
325,88
821,24
802,623
628,801
626,47
690,182
377,466
833,860
90,191
325,199
399,166
543,351
865,94
819,253
402,358
391,170
45,147
793,14
543,228
863,971
685,317
649,320
43,418
447,612
648,24
778,1405
260,112
835,503
402,179
769,240
71,506
299,594
643,465
289,364
266,1098
864,1432
605,347
322,696
573,873
779,254
433,862
784,587
703,201
784,409
37,916
713,331
353,467
71,557
325,1126
37,1112
43,101
576,3
20,339
696,1098
638,681
781,60
433,487
687,86
835,895
501,367
766,289
208,114
129,96
605,256
369,172
782,800
524,112
708,611
760,475
467,62
194,1457
655,581
450,360
637,139
826,971
511,11
315,179
637,174
364,396
100,52
496,191
847,970
807,98
354,380
782,403
395,278
797,82
693,357
539,25
793,1110
37,464
184,725
631,693
339,29
764,704
576,154
186,783
779,68
644,415
696,91
861,251
682,367
399,435
832,120
715,136
765,133
746,1229
862,141
582,649
114,1180
831,31
790,377
778,325
556,309
151,65
620,446
831,91
684,52
584,34
534,844
856,347
499,728
755,357
523,87
574,251
402,545
675,423
100,8
35,48
779,7
831,550
814,345
309,413
534,567
791,523
493,808
701,600
837,32
835,82
715,751
867,599
802,1014
483,24
768,354
531,239
626,297
8,21
225,581
584,278
37,513
614,660
35,1568
823,808
808,102
359,24
859,1220
630,530
858,360
815,924
121,177
835,253
778,1170
674,285
463,249
594,83
728,538
668,864
650,302
741,216
769,706
19,699
669,161
718,432
768,93
179,431
594,613
750,492
860,360
706,336
767,719
654,367
528,342
782,381
830,1613
367,469
569,104
633,833
655,247
442,1228
438,130
684,297
221,1313
23,546
576,321
327,960
809,68
139,403
786,98
117,197
19,1005
536,643
570,669
579,403
831,29
181,12
485,261
777,99
845,136
823,404
598,112
814,76
819,490
96,544
494,753
110,339
528,289
54,589
564,52
630,1558
200,103
674,1004
176,373
489,22
30,144
763,709
83,13
485,1614
837,57
22,71
116,1174
167,189
491,320
742,256
248,691
688,600
182,261
105,98
811,1058
456,936
842,78
76,1257
6,392
868,117
409,460
749,518
790,564
434,420
650,1416
412,12
771,11
750,725
2,182
842,690
768,137
660,393
229,189
837,174
9,153
91,8
390,166
72,79
649,573
742,311
83,204
489,179
720,895
463,938
576,396
847,156
790,338
10,587
815,1034
856,326
335,819
802,57
15,728
566,259
829,623
356,51
567,22
819,629
439,890
837,37
713,293
32,340
831,580
819,256
821,593
493,76
804,54
629,104
75,469
153,221
786,842
52,707
650,98
413,150
856,189
676,799
701,17
814,201
779,275
377,287
848,476
671,325
458,327
253,476
818,95
690,896
255,141
845,413
100,844
704,24
702,52
577,719
209,751
768,1072
603,690
867,1206
847,177
847,298
84,647
551,283
793,219
402,1296
765,247
862,367
765,337
0,321
837,352
841,1020
844,10
759,433
869,732
786,814
802,529
865,342
834,492
496,652
530,170
114,36
584,1354
739,460
409,544
555,699
565,697
814,280
658,416
650,647
654,49
238,177
696,1467
799,104
346,695
599,56
9,745
79,153
633,102
662,236
720,82
810,52
644,408
720,351
802,669
67,296
105,63
599,387
704,496
15,1018
167,130
491,817
856,240
829,281
116,435
694,83
584,100
548,221
474,49
419,333
674,10
745,216
308,561
465,148
764,350
690,754
719,1023
704,491
646,359
132,629
837,1530
769,47
788,613
409,718
562,299
690,99
805,310
703,254
175,814
340,807
678,922
702,215
519,153
837,154
520,807
540,619
790,124
28,128
870,95
470,95
325,1120
692,23
421,174
735,89
448,53
757,299
596,60
691,289
650,82
502,95
708,186
203,353
752,179
581,103
698,60
300,935
810,101
720,445
871,48
28,371
817,210
19,942
463,244
93,307
714,614
12,364
460,644
835,858
79,139
682,18
568,355
648,112
750,801
129,1
535,555
37,577
437,399
821,751
121,408
782,247
561,165
637,357
430,939
837,1099
794,289
43,1008
558,61
560,289
862,587
666,873
835,70
519,364
654,14
655,390
738,49
442,48
716,536
571,863
467,719
613,832
802,17
377,338
650,52
869,277
791,131
739,647
75,408
853,115
620,73
676,103
75,560
797,339
836,89
850,175
405,242
728,22
675,373
41,534
690,458
75,10
603,600
657,794
9,100
681,1210
50,353
528,273
768,225
674,177
690,635
491,1176
643,160
10,1616
847,200
708,629
864,749
799,652
19,665
720,1112
421,472
37,10
190,34
760,660
229,512
823,1592
813,279
637,746
856,60
5,125
790,382
864,938
696,1559
814,714
823,736
501,778
728,82
772,140
868,58
661,50
220,43
542,14
629,85
451,157
473,289
704,247
702,456
387,99
862,96
63,840
864,292
555,100
649,1251
672,1167
103,242
379,575
167,881
406,166
862,1217
144,499
763,309
681,302
539,179
784,342
453,529
633,71
802,693
32,217
387,292
838,340
788,597
862,476
649,12
26,140
814,408
815,364
632,278
620,139
424,98
393,112
411,397
789,239
798,72
778,759
478,181
747,170
537,623
796,409
646,258
391,502
768,730
750,543
534,1546
202,118
9,299
58,175
397,862
703,321
180,7
696,135
793,23
650,763
811,289
483,299
19,283
417,231
814,529
447,454
691,86
743,305
688,1177
693,130
608,120
125,482
409,515
375,783
768,367
339,201
811,98
797,435
633,197
193,578
810,23
93,31
705,668
90,285
205,887
818,175
242,95
630,600
103,211
534,320
694,1389
421,303
867,920
873,92
153,199
644,274
757,357
850,860
835,6
603,242
637,108
864,1213
118,367
674,158
696,389
796,793
621,24
797,552
538,285
309,589
634,392
702,931
866,95
376,702
790,298
511,242
758,735
492,91
744,698
353,163
739,198
720,147
54,438
22,599
779,600
821,130
703,338
834,683
801,687
302,340
747,60
861,666
769,29
728,179
52,68
837,249
489,321
485,459
496,27
608,103
68,646
463,1023
804,232
58,374
661,113
442,233
138,1016
835,338
24,3
713,321
831,99
661,406
790,719
15,125
739,340
748,50
402,155
602,1016
413,552
483,367
835,36
191,6
91,546
633,432
311,10
605,24
739,404
562,71
845,208
136,76
379,352
487,768
579,425
483,356
379,604
151,336
568,552
369,321
835,431
461,24
110,156
505,200
778,928
310,458
543,252
150,356
814,963
776,668
431,247
739,6
154,24
587,695
247,355
816,608
745,100
584,19
662,652
387,52
487,60
856,32
778,1617
491,528
780,681
624,0
133,11
785,184
809,151
185,229
826,103
335,496
534,1235
385,571
584,735
835,60
587,740
862,646
121,229
663,512
252,63
369,111
501,258
143,326
650,558
701,77
86,24
52,138
655,47
8,780
384,530
803,508
823,508
18,315
19,697
76,399
745,78
665,346
556,1206
708,454
531,244
720,185
676,622
523,758
542,235
388,52
169,73
793,526
446,531
752,242
856,367
767,43
387,390
865,118
534,64
820,373
757,34
797,970
673,175
791,6
478,116
530,388
214,161
131,49
634,378
704,375
688,7
743,318
132,725
862,253
543,4
96,203
612,4
98,510
539,247
442,416
790,659
18,945
774,118
844,103
22,1194
577,274
752,763
837,338
875,607
649,240
617,49
556,663
814,309
462,60
58,144
226,874
0,466
308,753
566,652
790,325
413,540
845,391
876,600
116,317
750,860
646,436
625,289
737,652
65,357
845,651
790,211
649,607
556,241
823,184
507,360
702,368
808,305
32,438
676,358
48,209
696,611
603,387
239,175
826,357
569,56
116,24
162,216
847,38
731,124
47,12
377,67
626,98
831,254
714,136
617,445
146,10
428,173
784,1205
374,10
384,232
800,209
867,401
778,969
682,342
875,388
279,357
662,22
138,253
873,864
826,506
523,566
704,217
121,945
644,1073
739,231
220,339
442,1083
163,4
802,531
434,787
369,476
703,390
791,486
516,100
114,92
571,838
493,1047
739,357
877,514
875,104
837,479
650,263
83,719
744,474
842,247
549,58
539,136
179,33
601,855
127,413
864,201
235,681
650,728
808,244
409,84
476,25
658,677
689,488
804,1023
528,538
644,123
471,43
247,668
845,364
633,610
842,200
534,473
868,4
797,887
352,125
800,647
623,342
831,291
13,196
779,161
329,233
119,777
650,506
734,351
770,594
355,719
633,875
442,211
602,367
264,813
635,649
425,993
742,683
779,209
644,773
523,1309
821,930
784,337
834,718
738,512
826,660
546,676
601,427
384,597
30,920
867,476
188,733
254,300
481,321
839,1116
390,408
674,155
264,371
440,427
117,366
546,81
820,476
794,568
720,174
442,623
569,79
56,140
637,695
325,1054
769,818
819,1046
648,48
580,562
428,495
845,934
814,141
856,564
837,146
84,357
814,366
485,1257
649,363
854,289
875,585
617,292
481,690
531,693
797,1092
89,101
361,154
313,390
442,687
875,1062
674,361
660,525
823,255
96,99
129,47
558,141
37,328
75,14
727,181
650,227
12,117
785,72
835,698
862,79
819,387
534,867
179,381
467,258
341,580
396,241
405,942
747,355
875,65
394,329
83,3
237,474
479,291
796,40
617,953
388,719
831,140
413,30
750,476
808,1016
815,956
100,65
628,101
442,321
633,638
412,502
271,1022
470,556
867,888
62,339
704,925
751,95
450,389
696,166
677,713
467,325
706,444
838,600
826,125
808,361
797,757
699,0
546,64
710,487
742,1104
678,751
592,376
878,79
682,3
845,990
778,815
35,608
452,568
340,100
478,863
683,614
696,588
379,209
728,93
706,97
640,144
12,808
421,746
826,67
649,303
692,156
517,595
11,140
644,113
617,57
866,1144
596,216
413,877
832,86
406,649
722,60
739,272
534,722
793,904
810,993
440,399
639,231
837,949
728,544
492,24
272,780
52,431
27,156
493,21
637,203
687,41
713,925
162,781
639,101
739,478
176,1167
842,53
448,57
389,36
467,289
587,318
442,456
856,136
878,220
864,710
519,172
366,862
28,134
531,454
835,726
74,209
759,254
661,230
615,651
165,100
820,95
402,808
847,140
826,323
442,654
162,82
608,29
845,730
802,877
766,73
797,660
18,298
867,79
837,919
453,320
204,719
122,72
802,1056
779,276
546,359
646,93
719,130
485,1015
539,1177
679,581
489,573
565,235
65,351
878,57
479,1174
628,242
827,635
690,145
24,480
599,274
65,40
862,1347
844,25
863,209
789,623
650,1387
690,94
747,141
797,651
633,313
635,856
366,109
844,189
752,656
871,157
35,656
409,17
793,547
532,573
110,168
841,1090
703,8
504,179
110,317
517,35
769,293
76,1023
13,107
802,105
819,359
47,150
224,275
402,38
867,538
139,828
188,662
166,60
685,32
505,266
711,200
607,513
650,204
523,415
63,544
516,1115
877,762
760,303
608,359
449,72
12,442
133,1167
765,433
488,289
565,49
11,10
877,511
409,660
539,506
742,231
478,302
715,357
83,449
646,725
561,719
85,81
45,52
845,704
862,423
603,708
685,275
713,793
752,14
93,181
719,1225
80,535
15,433
618,24
688,95
837,230
428,102
392,256
742,78
780,960
696,526
650,118
835,156
871,144
352,661
660,318
93,364
837,399
619,49
480,4
585,1077
826,342
713,191
98,873
838,68
224,6
622,1008
534,141
655,447
491,8
72,712
875,894
582,508
552,1034
75,1492
71,31
626,83
481,247
827,570
41,324
708,244
880,586
23,436
865,156
262,594
262,48
765,460
856,359
486,403
558,182
615,144
521,391
22,549
60,260
739,290
851,235
85,136
768,283
835,61
812,878
105,1176
703,177
739,66
649,192
184,96
777,101
393,357
184,329
674,676
80,235
791,52
727,302
649,298
184,281
618,56
782,998
876,401
120,89
175,1007
660,49
757,244
867,138
9,428
402,1386
58,261
769,352
578,753
137,225
530,506
427,161
769,1113
461,337
413,356
683,98
790,61
30,406
834,72
294,209
845,357
771,187
342,456
854,130
581,10
862,62
496,600
531,112
489,403
649,98
646,408
836,209
865,1180
875,629
708,105
72,318
763,719
387,438
814,873
437,41
803,289
437,112
832,117
90,657
662,201
504,86
644,361
447,140
808,120
832,1103
660,452
499,816
705,475
38,973
254,503
587,229
817,221
644,240
878,368
100,853
720,796
576,540
554,297
63,220
437,832
769,142
500,418
676,140
687,403
660,256
41,1023
581,652
534,1120
703,367
875,464
118,861
801,157
650,257
446,112
264,514
432,652
847,166
671,103
696,372
545,454
717,104
196,332
669,268
626,629
138,357
875,446
660,95
650,139
542,888
871,124
869,213
553,185
790,307
318,465
496,347
175,1023
477,531
138,693
654,22
450,469
571,567
162,166
18,161
764,554
551,77
613,452
325,888
867,199
790,479
875,832
668,44
571,630
516,141
802,436
387,865
620,523
703,365
746,245
823,341
467,320
757,408
448,368
15,400
489,9
780,251
584,431
454,552
556,665
137,561
750,321
797,216
862,229
853,1448
880,22
747,528
875,1018
388,509
837,581
769,311
673,139
133,404
847,77
784,477
91,568
604,342
741,43
533,695
465,344
720,1020
654,294
353,1175
587,204
584,870
548,226
58,557
797,296
65,935
823,719
409,577
22,690
748,587
55,142
650,472
674,979
720,589
691,141
442,76
859,824
1,890
826,368
864,24
661,190
875,328
728,818
873,77
880,208
52,78
2,366
761,175
576,52
445,104
825,160
477,471
804,350
504,55
88,83
311,712
211,157
276,491
569,231
661,491
759,644
497,116
114,20
881,32
61,34
393,389
649,405
769,208
797,208
313,1
501,709
102,719
710,24
706,456
752,10
841,1006
637,146
750,1320
530,200
750,628
465,600
731,364
708,239
751,157
825,540
453,296
875,247
617,575
107,502
81,529
134,666
464,100
748,1020
837,424
637,1127
764,652
613,122
826,550
774,771
874,157
866,747
20,403
165,130
343,247
650,504
797,53
658,540
388,144
831,475
41,740
49,893
443,139
739,1026
428,513
584,420
38,795
602,233
776,52
602,114
23,806
657,876
826,611
19,690
867,260
409,413
262,1607
26,911
453,34
516,458
95,49
97,276
819,725
69,157
611,989
637,471
882,665
495,289
742,1237
881,583
513,104
756,228
784,465
425,68
196,274
778,1618
556,355
353,337
722,131
481,423
875,911
742,1023
117,572
626,137
60,599
799,842
49,355
262,0
534,170
804,261
387,308
115,911
252,139
476,196
25,668
815,101
779,217
489,37
669,357
739,68
826,534
329,285
814,12
702,647
631,590
781,103
364,161
549,267
661,1046
810,136
878,947
102,797
76,970
769,362
745,247
251,130
833,280
809,501
491,236
24,877
661,83
633,954
306,98
470,998
727,502
402,558
658,315
748,10
310,118
58,537
790,394
814,413
836,420
880,501
400,252
774,1314
453,32
428,104
750,52
641,899
782,635
534,31
159,46
41,260
742,1234
751,404
736,873
70,30
402,524
572,86
696,163
696,390
808,217
437,182
633,966
820,194
546,418
387,937
688,496
878,571
684,216
863,1036
703,643
714,87
880,931
837,389
720,472
829,613
413,342
743,191
692,182
315,443
648,382
880,693
825,1076
565,936
534,16
453,60
534,476
855,382
743,438
823,30
713,243
654,80
664,130
758,618
631,913
876,438
835,5
769,474
866,360
802,1138
781,274
703,413
818,72
777,273
637,247
280,851
859,1078
182,83
808,480
644,530
365,49
808,363
826,31
394,291
65,543
648,955
325,53
819,193
534,68
624,860
496,363
613,1314
829,695
845,40
318,140
515,117
863,631
442,812
713,120
842,361
454,189
633,107
613,215
467,291
728,525
802,33
136,781
3,612
360,78
819,480
404,754
121,239
757,342
708,273
608,23
747,205
726,49
88,457
873,610
815,228
453,247
750,864
800,120
842,57
482,216
818,157
784,369
93,513
883,47
567,189
732,360
706,25
823,1
701,1421
878,447
584,470
82,471
587,320
655,244
671,350
437,899
592,890
804,309
165,758
620,10
701,387
91,232
763,273
666,130
534,140
606,184
192,294
803,133
835,293
67,367
657,158
862,316
797,188
735,148
678,755
856,235
875,79
596,593
739,320
182,84
534,1063
607,795
167,289
838,360
448,173
878,527
797,846
784,647
685,189
720,1303
591,223
315,106
599,133
199,1343
782,390
864,529
837,527
169,502
878,247
117,204
473,157
790,42
837,166
802,1206
715,704
421,947
23,120
690,561
876,538
813,1023
531,908
583,695
856,166
146,12
655,1072
467,748
703,151
878,142
127,261
781,1023
179,275
455,471
837,9
86,781
802,92
35,243
826,294
605,669
47,864
633,1128
622,337
845,87
804,55
22,719
864,217
832,98
570,33
657,270
70,746
823,188
738,355
567,100
525,652
417,1384
833,719
223,200
661,326
77,76
402,1195
699,1027
663,1568
858,175
826,527
720,711
602,242
463,613
803,307
520,72
518,531
876,488
453,73
804,593
65,25
791,197
70,416
797,866
576,55
2,47
309,336
353,1011
154,209
852,1027
433,443
834,1539
607,492
187,360
384,231
793,1158
535,608
847,1176
742,33
531,587
348,93
856,52
542,798
450,77
635,423
810,68
473,128
880,807
674,102
587,113
835,32
703,1217
64,83
12,283
455,359
704,137
498,567
703,61
504,357
681,98
708,726
453,205
593,174
845,864
737,289
17,492
420,51
45,22
23,113
484,189
406,133
782,113
778,139
375,472
90,1245
54,1021
283,730
845,732
103,399
739,920
687,944
577,851
742,521
534,1114
733,432
862,61
634,89
442,70
56,721
739,508
739,649
339,618
234,43
837,488
802,368
635,554
831,238
790,504
769,172
402,1078
738,873
674,390
504,334
695,428
715,762
341,400
790,147
594,24
829,382
797,1127
98,277
761,523
556,357
755,94
742,241
661,276
702,862
492,657
278,108
620,613
735,501
556,289
827,166
875,52
29,739
121,630
655,432
875,1112
343,148
189,251
55,9
715,45
81,590
792,124
848,321
707,1042
883,288
875,242
377,337
425,824
630,189
797,1276
339,181
742,1067
650,1352
847,360
868,259
752,486
38,949
635,85
585,175
881,434
666,1167
815,289
750,347
333,215
392,216
543,506
429,1023
752,256
632,350
205,565
829,779
628,367
729,1285
863,278
748,233
675,333
596,329
826,471
582,86
804,1028
511,514
713,710
388,550
802,158
318,769
826,81
41,390
40,960
64,600
635,40
601,331
513,252
205,211
41,139
514,354
322,95
650,1354
692,408
497,1002
646,155
608,442
550,176
202,540
478,1327
859,1098
784,1019
758,411
500,1188
776,652
518,10
15,994
606,839
115,355
584,682
110,712
752,510
15,556
526,245
63,364
838,77
144,471
752,896
489,467
862,335
875,87
21,723
720,354
332,91
75,1064
860,243
784,83
768,96
742,561
537,47
837,100
313,890
121,1077
546,227
504,105
873,58
872,380
661,148
689,610
784,1023
308,210
790,376
157,321
18,477
76,526
682,801
708,821
837,307
364,1107
703,281
864,394
837,693
421,195
440,445
114,56
882,89
837,499
489,363
873,17
835,403
633,179
880,943
837,1171
736,225
790,829
318,354
402,337
839,339
759,133
752,877
158,9
644,57
442,424
504,447
661,12
523,307
867,170
578,1022
618,328
646,293
613,212
30,635
413,667
708,1049
884,1467
369,1263
862,408
732,85
65,180
392,438
461,166
835,320
11,716
348,346
620,68
129,552
701,340
637,476
494,21
577,668
747,707
542,408
650,109
733,68
660,50
439,41
559,139
536,709
643,139
637,783
18,553
607,617
868,145
792,1055
119,267
52,103
862,1019
826,1026
463,456
728,217
739,498
831,428
694,851
142,881
797,913
846,60
644,241
860,342
882,502
210,322
864,250
428,474
479,170
695,184
708,405
660,57
703,302
867,550
744,22
650,1015
588,541
670,408
847,139
617,247
769,301
879,77
654,557
392,53
790,273
431,196
15,42
637,326
147,150
831,584
416,943
144,91
884,347
694,1039
810,100
837,587
720,900
880,592
674,834
680,491
882,491
500,201
667,325
881,58
782,269
394,502
653,960
421,656
82,29
878,1168
650,827
720,971
674,338
311,373
816,130
24,803
681,95
682,99
852,251
587,177
759,490
558,856
745,819
793,296
868,881
116,26
674,993
885,549
558,135
748,15
713,83
561,507
26,261
41,342
844,278
51,321
867,734
59,93
633,703
782,50
521,98
739,166
845,188
611,274
464,49
11,677
715,278
70,764
5,347
15,228
394,46
762,43
582,53
779,544
607,856
835,901
620,781
704,139
658,254
778,157
644,1190
569,321
333,817
680,89
643,1108
829,114
742,684
118,254
669,24
645,146
826,1040
35,510
203,274
507,397
670,1430
841,781
845,707
797,754
532,218
797,1054
469,928
377,11
202,408
800,49
769,147
73,229
586,77
534,102
26,95
859,280
885,260
645,33
162,294
883,904
860,108
181,647
531,687
596,242
793,1040
617,655
771,298
829,492
596,204
863,117
767,60
383,189
549,336
633,336
420,274
844,360
143,239
876,610
826,63
369,449
206,491
378,694
52,217
315,569
768,262
174,1257
764,862
670,367
859,325
120,552
694,1013
539,34
878,193
785,851
428,971
856,452
556,649
617,423
769,58
409,1038
688,84
492,62
126,221
785,1116
655,191
467,965
523,354
739,184
549,95
500,482
779,191
248,329
619,154
864,155
769,282
406,268
343,145
618,470
406,747
534,474
695,440
417,268
431,475
52,191
782,306
3,195
584,534
546,309
139,217
558,254
778,1126
446,753
705,479
583,58
377,1133
804,573
353,203
814,547
821,49
778,1058
605,600
886,380
883,310
618,256
523,230
778,289
742,99
778,1225
826,87
655,260
885,203
867,201
879,647
754,570
442,326
696,848
856,906
639,97
421,33
864,6
745,433
394,1322
823,90
759,321
661,568
32,118
140,341
325,157
173,497
397,502
408,452
676,17
837,913
675,56
628,357
538,1077
690,1179
657,223
556,5
358,311
723,1343
485,115
838,432
188,169
154,52
817,77
584,185
842,29
856,537
402,1491
884,649
873,289
478,1479
865,200
885,390
708,781
490,95
769,216
153,295
341,23
738,190
882,51
581,572
700,1377
428,408
768,1115
837,1062
165,685
3,1619
741,1512
883,208
369,377
457,629
453,256
795,886
646,877
878,12
266,1548
648,557
876,161
887,260
92,220
703,856
842,947
585,68
19,329
865,102
5,280
491,297
20,231
783,427
702,136
129,469
528,36
752,25
802,101
783,502
764,204
861,652
637,31
690,454
486,10
602,816
823,289
871,278
180,230
646,630
455,498
848,652
752,739
565,30
758,93
512,190
662,479
790,485
248,108
649,284
856,239
632,511
848,347
797,54
704,99
408,289
333,856
442,754
878,1156
558,510
56,21
875,182
20,60
559,713
657,977
485,206
732,243
883,452
431,549
516,166
156,12
48,745
888,23
785,117
325,770
598,54
556,210
845,433
826,862
495,77
453,3
47,30
670,502
91,377
694,196
867,177
608,1016
19,550
311,801
885,367
348,1016
535,668
637,612
112,174
110,289
14,789
545,229
885,365
741,436
885,30
800,259
878,777
765,333
889,216
835,84
815,89
750,65
815,510
793,291
446,77
739,556
727,862
438,751
32,136
884,24
646,148
829,102
854,755
786,116
890,415
584,855
883,504
820,60
859,1184
649,80
611,460
835,655
789,725
650,939
847,326
842,159
264,100
855,518
881,247
646,573
533,28
100,118
842,161
534,1009
845,104
658,754
116,869
657,861
538,181
644,565
793,303
880,1022
891,25
752,95
295,273
864,1023
343,101
146,189
865,101
793,321
883,250
388,652
394,480
141,49
630,608
765,82
763,722
810,567
442,874
54,363
80,1245
97,1467
747,160
650,447
587,120
802,9
752,861
847,9
739,1344
603,491
434,856
516,124
264,1019
864,198
654,537
786,491
76,900
743,77
802,796
719,594
649,423
448,247
447,32
889,452
496,172
802,262
633,1498
800,523
833,608
632,1016
887,310
885,904
817,567
768,1127
797,196
864,256
11,415
837,571
837,111
875,924
658,357
661,289
574,102
38,602
482,595
793,1109
428,684
892,136
860,95
546,209
802,757
639,112
595,12
790,235
756,997
867,36
166,161
186,239
402,235
385,390
708,6
558,521
847,270
878,217
841,619
751,380
24,377
556,93
742,364
596,136
771,181
625,329
64,740
14,718
881,321
734,102
878,559
372,728
417,295
413,350
847,36
875,549
847,971
644,253
316,60
777,31
97,257
745,191
570,366
536,683
837,159
444,695
847,408
891,140
784,31
254,133
782,646
795,154
1,895
12,458
439,1219
556,113
789,247
862,1024
790,269
38,123
26,399
390,945
643,541
837,349
841,642
684,8
808,340
837,182
888,31
775,62
173,52
542,504
803,1149
118,47
402,62
863,277
706,414
847,305
248,231
242,497
681,367
881,309
626,431
880,421
556,715
757,260
60,232
461,23
534,1097
501,994
534,92
118,627
140,31
668,10
887,103
254,225
790,502
864,321
797,317
780,755
80,960
558,526
55,309
384,342
387,705
454,82
876,431
76,253
810,240
747,99
890,644
516,306
859,243
404,225
546,500
576,820
790,677
569,156
650,93
692,369
477,458
742,743
467,867
379,360
554,58
599,191
554,22
782,24
461,120
797,163
397,140
760,12
748,369
154,174
539,663
865,350
661,855
70,453
749,308
481,51
841,23
501,376
834,357
812,394
412,458
206,195
450,270
698,899
675,139
890,868
892,30
802,103
868,590
892,969
617,93
542,978
428,87
325,588
868,1564
17,313
482,942
844,464
705,27
579,591
105,287
867,166
311,720
720,738
634,613
650,491
516,646
752,567
561,87
787,297
845,141
758,740
859,860
837,557
157,471
758,423
670,98
532,593
855,11
720,464
837,210
37,814
656,1202
650,1211
645,523
110,86
749,622
701,86
883,1228
650,686
486,768
602,136
76,422
878,256
584,739
412,695
650,230
791,320
748,575
878,456
209,24
764,103
442,281
200,83
630,336
115,849
35,1031
402,424
867,349
878,108
726,25
400,814
413,324
861,331
688,157
771,446
717,117
709,72
68,158
875,959
657,51
883,65
628,204
32,425
858,325
333,58
764,403
146,331
252,944
779,480
118,506
27,1422
598,874
893,677
173,102
835,709
893,82
248,161
862,432
674,1049
638,1000
694,523
654,114
377,135
556,991
384,460
862,607
